,tag,title,comment,src
5481,태그없음,애인 친구들이랑 저녁 먹는데 카톡 텀 얼마까지 이해 가능해?,1시간,인티
5482,태그없음,관심남 인스타에 전애인 흔적 너무 많아,전애인 사진도 아니고 찍어준 사진인데 뭐어때,인티
5483,썸,길 걸을 때 목덜미 잡는 이유가 뭐야??,목덜미를 왜 잡아?,인티
5484,태그없음,보통 이성 친구랑 같이 있는 자리는 말해주자나,난 다 말함,인티
5485,잡담,밥 사준거 답례 오바인가? ㅋㅋㅋ,그정돈 좋지,펨코
5486,결혼,결혼이 벌써 코앞으로 다가왔어,맞아 진짜 시간 순삭이야 ㅠ 나도 올 1월부터 준비했는데 벌써 결혼해서 네달 지남ㅋㅋㅋㅋㅋㅋ,인티
5487,잡담,결혼하고 혼인신고 늦게하는게 요새추세인가,그렇더라구요 근데 남친은 절대 안된대요,펨코
5488,태그없음,다들 포옹할때 꽈아악 꺼안아??,웅 내가 살포시 안고있으면 꽉 안아달라함,인티
5489,태그없음,난 근데 나랑 잘맞는 사람을 잘 구분하는거같음,나도 그럼,인티
5490,태그없음,ESTJ 연하가 돌진해와 ,INFP랑 궁합 안 좋은데ㅜㅜ내 느낀바임,인티
5491,태그없음,와 사소한 것들 거짓말 치는 사람 절대 만나지마,난 그래서 솔직한 사람을 좋아함,인티
5492,태그없음,남자들 악세사리 보통 어느정도 까지 해??,주변 보면 시계 커플링 이정도?,인티
5493,태그없음,나 결혼준비중?인데 궁금한거있음 물어봐!,예식비용 예산을 어느정도로 잡아야할까?ㅜㅜ 혹시 팁 공유해줄 수 있니? 집제외하고 스드메 비용!,인티
5494,태그없음,성격좋고 사람 편하게해주는거 매력으로 안보여??,그게 이성적 매력을 느끼는 포인트는 아니지,인티
5495,태그없음,둘다 자존심 강하면 조곰 힘듬,와 나두 진짜 너무힘들어서 이렇겐 안될 거 같아 ㅠ,인티
5496,잡담,빨리 야구 개막했음 좋겠다,스토브 리그 먼저 빨리 끝났음 좋겠음 ㅠㅠ,펨코
5497,질문,기념일 10만원 미만 아웃백보다 맛있는데는 없나요?? 추천좀요~~,애슐리,펨코
5498,결혼,결혼 약 두달남아서 신부케어 받았는데 와,얼마야? 어디서 받았어?ㅠㅠ,인티
5499,태그없음,남자가 헤어지자고 안하고 시간을 갖자고는 왜 하는거야?,자기 입으로 헤어지자고 말하긴 싫어서? ㅎ,인티
5500,태그없음,마음 완전 떠났는데 재평가 되는 사람 있어?,혹시 연락 오면 어떨 것 같아?,인티
5501,태그없음,넷플 볼거 추천잠!!,너의 이름은,인티
5502,질문,소개팅을 했는데 자꾸 민망하다 하네요,그냥 부끄럼이 많은 성격인거 같음,펨코
5503,태그없음,본인이랑 안맞았던 엠비티아이 적고 가주라!!,나 인프피 상대 잇프피 !,인티
5504,태그없음,200일 선물로 반스 올드스쿨 어때,차라리 반스가 나을 거 같긴 한데 100일 마다 챙기려고?,인티
5505,데이트코스 질문,토요일에 내 실수로 지방 놀러가는거 못 가게 됐는데 ㅜㅜ,버스 타면 되지!,펨코
5506,태그없음,잠수이별 당했는데 오늘 볼수있거든?? 한마디할까 넘어갈까,헤어졌다고 생각하고 상대방이 말 걸면 그냥 모르는 사람취하는 건?,인티
5507,태그없음,헤어지고 바로 괜찮아지는 방법 있어??,헤어지기 전까지 정 다 떼기 내가 그랬음,인티
5508,연애중,아 모쏠인데 서프라이즈 선물 다 들켰던 거 였어,허어얼 넘 귀엽다ㅋㅋㅋ,인티
5509,태그없음,난 애인의 예쁜 모습만 보고싶은데 애인은 나한테 모든걸 다 보여줘,나랑 비슷하네 거리 좀 두고 내가 보여주고 싶은 모습만 선택적으로 보여주고 싶어,인티
5510,잡담,"그 겨울날, 영등포에서",방구를 꼈어,펨코
5511,잡담,블핑 지수랑 탕웨이 닮은 여자면 이쁜거겠쥬?,완전 대존예,펨코
5512,태그없음,새해카톡 문자 보내는 애인 별로야?,엥 그게 왜? ㅋㅋ,인티
5513,태그없음,다들 전애인 잡을 때 다시 만나고 싶다고 연락했어?,내가 잡으려다가 실패해본경험에서 조언해주면 일단 이별하고 시간텀을좀 두고 다시 연락하는게 재회가능성이 올라갈거같아 한달정도 \화자\는 어느정도됐는지 모르겠어서 뭐라 말을 못해주겠네,인티
5514,태그없음,애인이 식은게 느껴지면 너희는 노력해? 아님 받아드려??,마음의 준비할듯,인티
5515,잡담,다들 알고있었잖아 클스마스까지가 대목이고,괜찮아 크리스마스 전 후로 많이 헤어짐,펨코
5516,태그없음,연하남 어떻게 꼬셔??,예쁘면,인티
5517,잡담,영화 보러 왔는데,여자친구가 힘들면 남자친구로 한번 알아보는것도 좋을듯,펨코
5518,태그없음,외모가 그렇게 중요해?,중요하긴함 어리면 어릴수록,인티
5519,기타,잇프제 이성이랑 카톡 안 끊기게 일주일 가능?,얘네는 카톡으로 대화하기 보다는 만나는게 훨씬 좋아 약속 잡는데 피하면 그냥 놔주는게 정답,인티
5520,이별,한 달 지나고 잡아본 사람,이건 ㄹㅇ 아무도 몰라 사바사라서 언제 마음이 휙 바뀔지 모름,인티
5521,태그없음,얘들아 내가 진짜 얘한테 넘 많은 걸 바라는 같아 ?,전에는 그랬으면서 지금은 못그러겠다는건 ㅎㅎ 걍 하기 싫은거지 자기가,인티
5522,태그없음,애인있다고 휴대폰 많이한다 이거 인정해?,웅 완전 인정,인티
5523,태그없음,애인이 사친들이랑 연락해도 상관없어?,내가 만났을때 이상한 사친만 아니면 괜춘,인티
5524,이별,통보 이별 후유증 너무 심하다,나도 통보이별 당했는데 앞으로는 진짜 사람 못믿을 것 같더라고ㅋㅋㅋㅋㅋ,인티
5525,잡담,누가 나 안아줬으면 좋겠다,그런적이 있엇지,펨코
5526,연애중,크리스마스날부터 사귀기로했는데 이런 특별한날에사귀는거 좋은거같아!,헤어지면 크리스마스 때마다 생각나는 거지 뭐,인티
5527,질문,좋아하는 여자랑 첫 식사하기로 했는데 뭐 맥이는게 괜찮을까요?,보통 첫만남은 국밥 아닐까요,펨코
5528,이별,재회 후 이별,무슨 이유로 헤어지셨나요,펨코
5529,잡담,야야 이거 고백각임???,승전보 울려라,펨코
5530,태그없음,하 우리 카페 오는 단골 많이 신경쓰이기 시작했다,어쩌피 관두는데 이야기 나눠봐,인티
5531,이별,진짜 점 보는 거 그만 멈추고싶다ㅠㅠ,안돼 멈춰!!!돈 그만써!!!,인티
5532,잡담,최악의 연말이네요 너무 힘듭니다,와 힘내십쇼 정말,펨코
5533,이별,헤어지고나서 슬픈노래 슬픈영화에 빠져 살아야 덜 힘든 사람도 많아??,지금 제일 슬프고 마음 놓고 울어야 나중에 조금 편해지더라,인티
5534,연애중,뭐만하면 말꼬리 물고 늘어지는 애인,아으 피곤해,인티
5535,연애중,나 오늘부터 1일이야,축하해ㅎㅎㅎㅎ새해 복 많이받고!,인티
5536,태그없음,다들 크리스마스에 무슨 데이트할거야?,부산여행가기로해땅,인티
5537,연애중,인팁들아 애인한테 애교 부리니?,인팁인데 애인한테만 찐짜많음,인티
5538,연애중,키 크고 운동하는 애인 좋다,나는 농구했던 사람 만났어 대학교까지 ,인티
5539,질문,장거리 될 예정인데 많이 힘든가요?,몸이 멀어지면 마음도 멀어진다  저는 이 말이 맞다고 생각합니다,펨코
5540,태그없음,생일선물로 젠틀몬스터 어때 ???,갖고싶어하는거 사주는게 젤 베스트,인티
5541,태그없음,애인 고졸이면 만날수 있어??,ㅇㅇㅇ 잘만나는중,인티
5542,태그없음,만나는 남자 마다 나한테 자기 좋아하는거 맞냐고 물어보는거면 나 문제 있나,절절매길 원해서,인티
5543,태그없음,관계에 최선을 다하면 후회가 없는듯,건강하게 연애했으면 미련 안남음,인티
5544,이별,여친이 마음식었다구 헤어지자는식으로 말하는데,너무 일방적인데,펨코
5545,태그없음,다들 더블 데이트 어때?,하면 하는데 굳이,인티
5546,태그없음,다들 애인이 알바 회식 가지 말라고 하면 안가?,가서 조금 먹다 집갈듯,인티
5547,태그없음,사귀지도 않는데 여행계획세우고 있당ㅋㅋㅋ,여행 다녀와서 사귐!,인티
5548,태그없음,ESTP랑 ESTJ 중에 더 무심한게 전자인 것 같아,지나가던 엣팁 어떻게 관심이 잔소리지 싶다,인티
5549,태그없음,과CC인데 애인이 다른 사람 눈치를 엄청 봐서 짜증나,과씨씨인거 알리기 싫은거 아냐?,인티
5550,잡담,잠안오고 멍할땐 피아노곡 듣는게 최고다,모 들음,펨코
5551,연애중,정떨어진거 회복 돼?,엄 나는 회복했는데,인티
5552,잡담,청주에 홀 로 여행가는중 청주고터주변 맛집 추천점여,터미널 근처에는 맛집 정말없는데 알바할때도 항상 버거킹만 먹은듯요 그나마 NC백화점 5층인가 6층에 있는 미르돈까스 모밀정식 괜찮아요,펨코
5553,태그없음,너넨 애인이 이성이랑 같이 밥먹고 카페하고 산책하는 거 이해해?,어 난 이해못해,인티
5554,질문,님들은 여자가 본인에게 왜 여친이 없어?라고 물어보면 뭐라 대답함?,소개좀 해줘봐,펨코
5555,질문,연애못해서 너무 스트레스받음 ,능력치 키우셈,펨코
5556,태그없음,모자쓰고 있으면 뽀뽀 못하려나?,ㅋㅋㅋㅋㄱㅇㅇ 고개 틀면 되지,인티
5557,잡담,쿠키믹스 샀다,박스말고 다이소에 포장용품쪽에 귀여운 비닐파는데 거기넣음 기여움,펨코
5558,연애중,연애초반인데 상대방 단점이나 고쳤으면 좋겠는거 말해?,옷입는 스타일은 못 고치지 그 사람 취향인데,인티
5559,태그없음,선톡 해도 되까? ,보내봐!!,인티
5560,태그없음,₩청자₩들도 소중한 사람일수록,"나는 정말 공감해, 뭐랄까 사람마다 상황이 다르니까 조금 멀리서 다정하게 바라보는 게 좋다고 생각해!!",인티
5561,잡담,조별회의 전날 조원들 잠수탔다고 PPT담당이 지맘대로 만들어옴;;,대꾸는 해줘야지,펨코
5562,잡담,21년은 개인적으론 많이 힘든해였는데,추추 복많이받으세여,펨코
5563,태그없음,200일 좀 안 된 애인한테 장문은 부담스럽나,아니? 편지는 뭐,인티
5564,태그없음,에어랩에어랩 노래를 불렀는데 생일선물로 받았어 근데 마음이 안좋아,ㄱㅊ 너도 그만큼주면되지,인티
5565,태그없음,한번도 안싸워 본 커플있어??,나 너무 잔잔해서 이젠 그냥 음 헤어질까 고민 중 권태기인가ㅠ,인티
5566,잡담,근데 혹시 이런데서 헌팅하는거는 연애 가능성 크고 그럼?,될놈될,펨코
5567,태그없음,짝남이 첫사랑이랑 6년 만나고있다하면 맘 접혀?,마음 접힘,인티
5568,잡담,짝녀가 살빠졌냐고 물어봄,고백공격 하자,펨코
5569,짝,보통 짝사랑하면 기간이 얼마나 가?,다음 짝남이 나타날 때까지,인티
5570,데이트코스 질문,첫 데이트인데 웨이팅 있는 곳 가면 좀 그런가요???,ㅇㅇ 웨이팅은 별로일듯,펨코
5571,태그없음,애인이랑 나랑 진짜 비주얼 피지컬 합이 너무좋아,오래오래 가라!!!,인티
5572,이별,아니 뜬금 언팔당함;,인스타는 진짜 헤어지고 맞팔 유지해도 언젠간 끊어지게되어있어 상대방이 크리스마스라고 뒤숭숭했나봐,인티
5573,태그없음,애인이 가정사 얘기 할 때 마다 할 말이 없어,₩화자₩가 의지가 되는 존재인가봐,인티
5574,연애중,재회 성공했다!!,축하해!!!!ㅠㅠㅜㅜㅜ 기받아가도될까ㅜㅠㅜㅜ 너무 부럽다,인티
5575,질문,권태기라는게 극복이 되는게 맞아?,그런 사람이 없진 않겠지만 권태기가 온 이유에 따라 다르지 않을까?,펨코
5576,태그없음,몰래 본 죄 VS 몰래 봤을 때 뭔가 있는 죄,결혼 전에 전남친이랑 관계한 영상이 부인 옛날 폰에 있어서 그걸 보고 이혼한다는 거야? ,인티
5577,이별,연락왔으면 좋겠다,꼭 올거야!!!,인티
5578,태그없음,대학생 직장인 데이트비용 봐줘,남7:여3,인티
5579,잡담,여러분들은 사람? 친구?어디서 사귀나요,게임하면서 사귀었따,펨코
5580,태그없음,나 그냥 헤어지는 게 맞아 보여 ???,이미 정떨어진듯,인티
5581,잡담,직진 재밌다,이제 U턴을 해볼까요?,펨코
5582,데이트코스 질문,두번째 만남인데 분위기 좋은 카페 추천좀 해주세요 ㅠㅠ,거기지역은 잘모르겠지만 인터넷검색해서 나오는곳은 잘알아보고가세요 사람 개많을수도있음,펨코
5583,이별,두살연하랑 헤어졌는데 얘 3-4월에 군대간다,제대하고 만나,인티
5584,잡담,먹는 양 엄청 줄었다,음식도 꾸준히많이먹어야느는거같아요 다이어트한다고 줄이긴했는대 좀만먹으면 배불러서,펨코
5585,잡담,피곤해보이는 이유가 뭐라고 생각하세요?,말투에 힘이 없다던가?,펨코
5586,태그없음,소개팅 어디서 만날지 남자가 골라 ??,많이들 그렇던데 난 내가 맛집 많이 알아서 ,인티
5587,잡담,결혼공약이 담배끊기,병원가서 챔픽스 처방 ㄱ,펨코
5588,이별,바람 핀 애인 용서해주는건 역시 아닌가봐,오 나랑 비슷하다 나도 5년 정도 만났는데 나 몰래 여자랑 술마신 거 걸려서 헤어졌다가 무릎꿇고 빌길래 한 번 봐줬는데 막상 다시 만나니 손잡기도 짜증나서 헤어졌어 ㅋ,인티
5589,이별,부모님 반대로 헤어진 사람 있어?,빚이 얼마길래 ₩화자₩가 감수하겠다고 하는거야?,인티
5590,태그없음,크리스마스 케이크에 토퍼 이런거 오글거릴까,안 예뻐서 ㅂㄹ ㅠ,인티
5591,태그없음,내일 1주년이라 오마카세 먹을건데 점심VS저녁,점심!,인티
5592,질문,대전에 맛집이 있기나 함?,성심당이라고 말하면 혼날려나?,펨코
5593,잡담,퇴사하고 반년이 지났는데 뜬금없이 연락왔네,₩화자₩! 선의의 연락을 나쁘게 받아들이면 안돼!,펨코
5594,질문,종로3가 주변에 와인바 추천할만한곳 있을까요?,아 최근에 간곳있었는데 기달,펨코
5595,태그없음,크리스마스 날 만나자고 하는건 좋아하는거야?,그건 외로워서아닐까,인티
5596,잡담,님들 몇시간까지 자보셨나요 ?,시간만 많다면 12시간 이상 자고싶다 진짜,펨코
5597,태그없음,애인이 사친이랑 한시간 통화하면 화남?,일적인 비즈니스 가능 근데 사담으로 한 시간?,인티
5598,태그없음,엄청 오래 전에 헤어진 사람 뭐하는 지 궁금할 때 있어?,전혀없어,인티
5599,연애중,내 애인 싸울때 이러다 차이면 어떡하지 생각한다는데 불안형?,ㅇㅇ 내가 딱 저런 불안형,인티
5600,잡담,눈 낮은 친구들 가끔부럽다,ㅋㅋ 왜 난 눈높은게 좋은데?,펨코
5601,이별,마음이 예전같지 않다고 해서 좋게 헤어졌는데 재회가능성 있을까?,다른 사람 만나자 ,인티
5602,질문,보통 연인들끼리 반지는 얼마만에 맞추시는편?,안할때도 있고 보통은 100일반지 했어용,펨코
5603,태그없음,이성동기랑 단둘이 밥 먹는것도 일단은,말은 하는 게 낫지,인티
5604,질문,크리스마스 예약 보통 누가 함?,대부분 남자가 예약하지않나,펨코
5605,이별,연애는 당분간 끝이다,그러다 또 다른 사랑이 찾아 오지요,인티
5606,잡담,만날 약속 안잡을거면 소개팅 왜 받는거지,혹시 뭐 알바 같은 거 아닐까요,펨코
5607,태그없음,오래 사귄₩청자₩들아 편해지는거 어떻게 받아들여??,"애인에게 털어놓기 대화를 많이 하는 게 중요하니깐 익숨함에 소중함을 잃으면 안돼,,",인티
5608,질문,20~30대 연애하는 사람 비율이 어떻게 될까요?,주변엔 40~50%,펨코
5609,질문,여친이 커플링 왜안맞추냐고하는데 이게 서운할일임?,음  갠적으로 커플링 불호이긴한데 나이가 어리신가요  나이가 어릴땐 그런 커플템에 의미부여하는게 좀 많은듯요,펨코
5610,이별,헤어짐,잘하셨어요 좋은 사람 만나실거에요!,펨코
5611,연애중,애인 만나러 가는게 즐겁지도 기대되지도 않아,권태기인가?,인티
5612,이별,헤어지고 친구사이로 지낸 친구랑 영화관 볼수있음?,모르겠네 헤어지고 친구로 절대 지낼수 없다 주의라서 헤어지면 남임,펨코
5613,잡담,아무리 바빠도 연락은 온다,나도 연락 잘안하는편이긴한데 그래도 사귀면 해줘야하니까 무조건해줌 근데 어릴때는 아 왜귀찮게 중간중간 해야되냐 생각하긴했었음,펨코
5614,잡담,여자친구가 있는데 혼영보러가는 사람이 있다??,여친과 혼자 영화보는것은 별개임,펨코
5615,데이트코스 질문,수원역 이쁜 카페 있을까요??,저도 궁금하네요,펨코
5616,태그없음,어? 내가 얘 좋아하나? 싶은거,난 다 맞았어그냥 계속 신경 쓰이고 시선 가고 눈도 못 쳐다보겠고 그냥 볼때 부끄럽고 그랬음그래서 어나 얘 좋아하나했는데 그 이후부터 갑자기 호감 급 커지더라ㅋㅋ,인티
5617,잡담,내일 핫팩 챙겨야할 정도로 추우려나??,호옥시 모르니 고고,펨코
5618,태그없음,진짜 다들 애인 어떻게 사귀는거니,소개팅 동호회 모임,인티
5619,태그없음,너넨 헤어지고 한두달주기로 갈아타는 사람 어때보여,가벼워보이고 별로지,인티
5620,태그없음,권태기는 애인이 왔는데 왜 지치는 건 나일까,지치는게 당연함,인티
5621,태그없음,카톡 친추하고 캘린더에 바로 안뜨면 친삭인거지?,약간 걸려 시간,인티
5622,이별,헤어졌음,고생했습니다,펨코
5623,태그없음,진짜 인과응보 있긴있다,진짜 있떠라 ,인티
5624,연애중,연애 1년째 되면 어땠어?,연애 1년차 때? 그냥 지금이랑 비슷했던 거 같은데 연애초나 1년이나,인티
5625,태그없음,부모님 이혼하셔서 2주에 한번 만나던거 3주에 한번 만나자하면 이해 가능?,이해해야지 그런 건,인티
5626,태그없음,취준생 애인한테 어떤 위로해줄수 있을까?,하루정도 시간 낼 수 있으면 맛있는거 먹고 영화도 보고 활동적인거 많이 하는거 추천! 나도 그랬었는데 움직이면서 생각 없애는게 좋더라구 하루정도는,인티
5627,잡담,썸녀한테 남친룩 잘 어울린다는 얘기 들엇다,고백공격으로 혼쭐을 내주죠,펨코
5628,잡담,환승당한지 반년 그만둔지도 반년이었는데 ㅋㅋ 취직!,이제 원하는 좋은직장도 다니시니 좋은분 만날일만 남았네요 고생하셨습니다,펨코
5629,태그없음,나 곧 유학가는데 짝남 생겼거든,걍 간간히 연락만 할듯,인티
5630,태그없음,26살 남쟈친구 선물 추천좀 제발 제발 제발,게임하면 마우스??아님 니트?목도리?,인티
5631,태그없음,오때?,? 뭐가,인티
5632,질문,화폐전쟁 이란 책 읽어보신 분 계신가요?,볼만함,펨코
5633,질문,아바타 재밌냐?,난 1도 안봤어,펨코
5634,질문,남자는 줏대있어야된다는게 뭔말인가요,줏대있어야된다는 말듣고 줏대있어보이려고하는게 줏대없는거 아닌가요,펨코
5635,잡담,아쿠아리움 추천하는곳있나요!!,"코엑스,,",펨코
5636,태그없음,보통 12월31일에서 1월 1일 넘어가는 날 애인이랑 같이 보내나?,난 가족이랑,인티
5637,태그없음,내 스타일 아닌데 자꾸 눈에 밟혀,짝사랑,인티
5638,잡담,오랜만에 홍대왔더니 너무 달라짐,저 홍대 한번도 안가봄,펨코
5639,태그없음,조금만 통통해도 연애 쉽지 않구나,근데 내가 알던 앤 연애 잘하던데,인티
5640,태그없음,좋아하는 사람한테 애인있냐고 했는데 없대,ㅇㅇ 애매한거보다 열라 티내는게 낫지,인티
5641,잡담,10년만에 전여친 연락하기,ㄱ ㄱ,펨코
5642,잡담,내가 왜이렇게까지 노력하는지 모르겠다,이유가 뭐임? 되돌아보고 깨달은점은?,펨코
5643,잡담,소집해제 하면 노트북이랑 차부터 살거야,소집해제가 머야,펨코
5644,잡담,실내 마스크 해제임??,그루게,펨코
5645,태그없음,짝남한테 어젯밤에 읽씹 당했었는데 갑자기 답장 왔어,전날 술 마셔서 연락 못 한 거라고 해명한 거 아님?,인티
5646,이별,드디어 카톡 삭제 했다,잘해써,인티
5647,짝,짝남이 돈 없는 것 같은데마음 접히는 거 정상이야?,난 절대 이상한거 아니라고 봄,인티
5648,잡담,벨라루스 여자 원래 이쁨?,예쁜애가 예쁜거임,펨코
5649,잡담,혹시 친구 0명인 사람 있어?,그런 사람이 존재할까,펨코
5650,태그없음,애인이 사친들이랑 연락해도 상관없어?,댕싫엉,인티
5651,이별,전애인이 후회했으면 좋겠다 ^^,회피형은 거의 다 후회하지 않나?,인티
5652,데이트코스 질문,저녁엔 반포대교 야경 점심엔?,한강 근처에 63빌딩 있으니까 아쿠아리움 가기? ㅎㅎ,펨코
5653,잡담,나 애착증 생긴거같음,사람들한테 에너지 얻는스타일,펨코
5654,짝,짝남이 나한테 관심없는거 확실해졌네,나도 착각이었나봐 ,인티
5655,태그없음,나 아픈데 애인 잠수탐,언제부터 연락이 안되는데?? ,인티
5656,짝,간호사 시험 앞둔 상태면 연애하기 힘들려나??,하 난 너무 힘들어 ㅠ,인티
5657,이별,헤어진지 3주 다되가는데도 연락 없는거면 진짜 잘 사는거겠지,3주면 아직 몰라,인티
5658,태그없음,애인이 친구들이랑 놀러갈때 커플링 깜빡하고 안 끼고가면 서운해??,한번은 뭐 그럴수도 있지,인티
5659,질문,다들 연애로 넘어가는 필살기 있음??,원투바디훅 위빙 어퍼훅,펨코
5660,연애중,26살 남자 생일 선물 뭐 줘야 할까,향수 ? 카드지갑?,인티
5661,태그없음,헤어지면 인생네컷이나 선물 받은 거 다 버려?,난 걍 냅둿는데,인티
5662,잡담,고등학교때 여사친한테 연락했는데,사람취급은 해주네 만나서 술 ㄱ 재미있음,펨코
5663,잡담,님들은 코로나가 내년에도 지속될거같아?,지속안될듯,펨코
5664,질문,명절 전 주 결혼식 오바인가요?,만약 우리가족이었으면 그냥 전주에 결혼식겸 명절해서 지내고 명절엔 따로 어디 놀러갈거같은데 집안마다 분위기는 다른거니깡,펨코
5665,이별,상대방이 진짜 단호하고 매몰찼는데도 연락온 경우,웅 한달 반 뒤에 왔어,인티
5666,태그없음,연인끼리 12월 31일에 해야하는 리스트래,저걸 다 혼자로 바꾸면 우리꺼야,인티
5667,태그없음,롱디여서 별로 못 만나도 연락을 진짜 자주했어서 별 문제 없었는데 연락도 적어지니까,별로 못만나는데 연락까지 별로 안하면 소홀해진다 ㅠ,인티
5668,태그없음,낼 좋아하는 애랑 놀기로했어,재밌게 놀구와~~ 잘 되길 바랄게!!,인티
5669,잡담,선생님들 연락은 그나마 하는데 안 만나본 여잔데 어떻게 만나자고 하죠?,적어도 두분이 어쩌다 알게됐고 어떤 사이인지 정도는 적어주셔야 원활한 답변이 나오지않을까여,펨코
5670,태그없음,애인 운동시키는 법이 머 있을까,같이하자고 하거나 이상형이 운동하고 몸좋은 사람이라고 어필,인티
5671,태그없음,어제 졸아서 통화내용 기억 안난다길래 통장 비번 알려주기로 한거 기억나? 하고 물어봄,기욥따,인티
5672,이별,카카오톡 그 기능 ㅋㅋㅋㅋ 왜누르니?,보이는지 모르나,인티
5673,잡담,누가 프사하라고 사진 보내면 진짜 하는 편임?,상대가 누구냐에 따라 다를듯,펨코
5674,태그없음,썸남이랑 전화하다가 전애인이랑 말투가 너무 비슷해서 울었어,지난간 인연은 버리고 새로운 인연에 최선을 다하자,인티
5675,태그없음,나 INFP 짝녀 꼬시는데 스몰토크 주제좀,취미 없어??그분,인티
5676,태그없음,이제 사귄지 6년찬데 더 좋아져서 걱정이야,그럼 더 좋아하는거 티내지머,인티
5677,이별,어제까지는 재회하겠다 생각했는데 지금은 아니야,왜왜ㅠㅠ,인티
5678,태그없음,애인이 퐁퐁 단어 쓰면 어떰,아 안전이별,인티
5679,태그없음,연하 애인이랑 4년 연애 중인데 요즘 좀 애 같다는 생각이 들어,사람 바꾸는거 아님 예전엔 그 귀여움이 좋았을텐데 너가 변한거야 나같으면 사람 됨됨이가 괜찮으면 계속 만날거같아,인티
5680,잡담,외모가 마음에 들면 성격이 마음에 안들고,결혼하는 사람들도 하나씩은 포기하면서 배우자를 고르지 않을까? 완벽한 사람이 어딨어 다만 장점이 단점을 상쇄시킬 수 있으면 그 정도로도 괜찮은 거다,펨코
5681,잡담,이거 여사친이 우리집 오려고 했었던건가?,상대방이 내심 먼저 이야기해주길 바라는 스타일인가요?,펨코
5682,태그없음,나도 살 많이 빼고 성격 완전 달라짐,혹시 스펙전후 알려줄 수 있어?,인티
5683,태그없음,헤어진후로 약간 제정신이아닌거같은데 어쩌지,"괜찮아,, 나도 그러더라 근데 시간이 지나고 극복하려고 하다 보니까 예전보다 나은 모습으로 성장했어",인티
5684,태그없음,인스타 갑자기 팔로우 끊긴 거 뭐야 ??,팔로워 삭제한듯,인티
5685,썸,뚝딱거리는 상대방,내 썸도 그래 걍 귀여움,인티
5686,잡담,인스타 계정 왜 임시차단 먹었지,랜덤으로 잠긴다네요,펨코
5687,연애중,나처럼 연애하는 사람 흔한거야?,나도 그렇긴한데 이런 연애 하고싶어도 못하지,인티
5688,태그없음,애인이 한시간 텀으로 연락오면 어떨것 같애??,뭐 하고있는 거 아니면 왜그러냐고 물어볼듯,인티
5689,잡담,여자친구 애칭 만드니까 기겁해요,기겁할만 하네요,펨코
5690,태그없음,나 얘 좋아하는 건가?,좋아하나? 생각나면 끝난거다,인티
5691,이별,새로운 사람 만난다고 잊어짐?,사실 사람은 사람으로 잊는 단 말은 아무나 만나란 얘기보단 정말 또 맘열고 조아지는 사람 있으면 진정 잊혀진다는 뜻 같어 난,펨코
5692,잡담,불금 저녁 뭐먹을까,이건 너무어렵다 삼겹살!,펨코
5693,잡담,여자친구가 요즘 좀 불안해 하는거 같아서,이쁘다 잘생겼다보다 기분좋은 칭찬은 없음,펨코
5694,썸,공포회피형 고치고싶어,공포회피형인지 어떻게 알았어?? 내 전남친도 알았음 좋겠다,인티
5695,태그없음,애인이랑 담주 3주년인 것도 까먹고 있었음 ㅋㅋㅋ,헐??? 우리도 담주 목요일 3주년이야!!!,인티
5696,잡담,안경 벗고 렌즈끼면 외적으로 더 괜찮아진댔는데,보통 90프로 이상은 벗은게 더 나음,펨코
5697,잡담,꿈에서 연애했는데 너무 설레었음,너 그런상상하니?,펨코
5698,이별,겉모습이랑 실제 모습이랑 달라서 자꾸 차이고 썸붕 나는데  나에 맞는 짝꿍이 있을까,상대방도 무뚝뚝한 목석인걸 원하는건가?,인티
5699,이별,인스타 언팔했네,헤어지고?,인티
5700,태그없음,타이밍이 중요한걸 이제 알았어,진짜 타이밍이라는게 있어,인티
5701,태그없음,진짜 외모 문제 맞아,그냥 안 맞아서야 인연이 아닐 뿐,인티
5702,잡담,님들은 연인이랑 어케 친해지게 되셨나요,제 전전여친 소개시켜준 주선자,펨코
5703,태그없음,금사빠 금사식 ₩청자₩들 있어?,그거라도 하려고 그런 거 아니야?,인티
5704,이별,하루에도 수십번이야,후폭풍 왔구나 헤어진지 얼마나 됐어?,인티
5705,잡담,"난 결혼하긴 그른 듯,,ㅎㅎ",오 저도 마지막연애가 5년전인데 ㅋㅋㅋ 근데 전 안한게아니라 못한ㅠ흑,펨코
5706,태그없음,요새 약간 결혼식에 돈 안들이는게 또 트렌드 같네,가치관에 따라 다르겠지만 결혼식에 쓰는 돈 넘 아까움 ㅠㅠㅠㅠ,인티
5707,연애중,헤이큐티 공감해주기~,잇팁이 이렇게 말한다고? 넘 신기햌ㅋㅋㅋㅋㅋㅋ,인티
5708,태그없음,애인이 너한테 와! 너 요리 쳐 쥑 쳐 쥑 쳐 쥑이네~ 이런 말투 쓰는거 이해 가능함?,아니 이별함,인티
5709,태그없음,지금 애인한테서 느끼는 건 다른 사람도 대체 가능할 거 같아,시간이 준 거 맞아? 사람이 준 거 아니고?,인티
5710,태그없음,ISFJ 카톡 텀 어때??,관심없는 것 같아,인티
5711,잡담,나는 여자친구보다 키가 작음,나도 여자친구가 더 큼,펨코
5712,잡담,여자친구랑 커플 니트 샀다,우와부럽다 보여줘,펨코
5713,잡담,안아줘요,대충 싫은데요 콘,펨코
